INDEX,Rank,Institution Name,Country,Classification,,,Academic Reputation,,Employer Reputation,,Faculty Student,,Citations per Faculty,,International Faculty,,International Students,,International Research Network,,Employment Outcomes,,Sustainability,,Overall Score,Web Links
1293,1201-1400,Siksha 'O' Anusandhan (Deemed to be University),India,Medium,Focused,Very High,7.5,601+,3.6,601+,34.3,461,5.3,701+,2.2,701+,2.2,701+,23.7,701+,1.9,701+,1,701+,na,https://www.soa.ac.in/
1294,1201-1400,Sookmyung Women's University ,South Korea,Medium,Comprehensive,High,4.4,601+,5.6,601+,29,536,3.4,701+,4,701+,2.2,701+,4.8,701+,1.8,701+,2.6,701+,na,https://www.sookmyung.ac.kr/
1295,1201-1400,Suez Canal University,Egypt,Extra Large,Full Comprehensive,High,4.1,601+,2.6,601+,13.1,701+,2.3,701+,2.1,701+,1.8,701+,48.9,701+,2.4,701+,8.3,700,na,http://www.suez.edu.eg/
1296,1201-1400,Suleyman Demirel University,Turkey,Extra Large,Full Comprehensive,Medium,7.1,601+,5.3,601+,3.9,701+,2.4,701+,1.7,701+,4.6,701+,27.3,701+,2,701+,1,701+,na,https://www.sdu.edu.tr/
1297,1201-1400,"Suleyman Demirel University, Kazakhstan",Kazakhstan,Medium,Focused,Medium,9,601+,11,601+,4.1,701+,1.3,701+,6.2,701+,2,701+,5.7,701+,3.3,701+,na,na,na,http://www.sdu.kz/en
1298,1201-1400,Suranaree University of Technology ,Thailand,Large,Full Comprehensive,High,6.4,601+,2.8,601+,3.7,701+,9.6,701+,5.8,701+,1.6,701+,30,701+,2.7,701+,1.3,701+,na,https://www.sut.ac.th/
1299,1201-1400,Tamkang University,Taiwan,Large,Focused,Very High,5.7,601+,4.9,601+,4,701+,5,701+,6,701+,7.4,701+,14.2,701+,29.2,425,10.1,661,na,https://www.tku.edu.tw/
1300,1201-1400,Tanta University ,Egypt,Extra Large,Full Comprehensive,High,6.9,601+,5.5,601+,4.5,701+,2.2,701+,1.5,701+,1.5,701+,65.2,553,4.3,701+,3.1,701+,na,https://www.tanta.edu.eg/
1301,1201-1400,Technical University of Cluj-Napoca,Romania,Large,Specialist,Very High,4.6,601+,7.1,601+,7.6,701+,3.9,701+,2.1,701+,2.7,701+,38.1,701+,3.8,701+,2.1,701+,na,https://www.utcluj.ro/
1302,1201-1400,Technical University of Liberec,Czech Republic,Medium,Specialist,Very High,3.9,601+,2.2,601+,37.6,425,4.6,701+,11.2,701+,8.7,701+,25.5,701+,1.7,701+,1,701+,na,https://www.tul.cz/en/
1303,1201-1400,Technical University of Lublin,Poland,Medium,Focused,Very High,5.8,601+,2.1,601+,18.4,701+,3.7,701+,na,na,10.2,701+,12.9,701+,3.1,701+,1,701+,na,http://www.tul.pl/en
1304,1201-1400,Technische Universität Kaiserslautern,Germany,Large,Comprehensive,Very High,6.3,601+,2.4,601+,17,701+,4.6,701+,na,na,na,na,56.4,672,2.2,701+,1.1,701+,na,https://www.uni-kl.de/
1305,1201-1400,The (Gheorghe Asachi) Technical University of Iasi,Romania,Large,Specialist,Very High,5.3,601+,9.7,601+,2.4,701+,6,701+,na,na,4.6,701+,34.1,701+,4,701+,1,701+,na,https://www.tuiasi.ro/en
1306,1201-1400,The Herzen State Pedagogical University of Russia,Russia,Large,Focused,High,3.8,601+,2,601+,20.1,670,1.2,701+,1.4,701+,41.1,348,12.7,701+,5.5,701+,1,701+,na,https://herzen.spb.ru/en
1307,1201-1400,The Josip Juraj Strossmayer University of Osijek,Croatia,Large,Comprehensive,High,4.3,601+,2,601+,28.6,540,3.1,701+,na,na,na,na,54,701+,11.2,701+,1,701+,na,https://www.unios.hr/en
1308,1201-1400,The National Research University (Belgorod State University),Russia,Large,Full Comprehensive,High,3.5,601+,1.3,601+,15.6,701+,1.9,701+,2.2,701+,49.8,295,21.4,701+,2,701+,1,701+,na,https://www.bsu.edu.ru/eng
1309,1201-1400,Tokai University,Japan,Large,Full Comprehensive,High,10.5,601+,5.8,601+,13.6,701+,2.8,701+,5.6,701+,2.9,701+,24.5,701+,1.8,701+,1.3,701+,na,https://www.tokai.ac.jp/english
1310,1201-1400,Tomas Bata University in Zlin,Czech Republic,Medium,Comprehensive,Very High,4.5,601+,8.4,601+,9.3,701+,5.5,701+,23.6,553,18.8,568,25.8,701+,4,701+,1.1,701+,na,https://www.tbu.cz/en/
1311,1201-1400,Toraighyrov University,Kazakhstan,Medium,Focused,High,8.5,601+,4.8,601+,17.8,701+,1.2,701+,6.8,701+,3.1,701+,3.9,701+,3.3,701+,1,701+,na,https://tus.kz/en
1312,1201-1400,Transilvania University of Brasov,Romania,Large,Full Comprehensive,High,6.4,601+,5.5,601+,5.1,701+,3.7,701+,5.4,701+,2.1,701+,48.1,701+,4,701+,1,701+,na,https://www.unitbv.ro/en
1313,1201-1400,Tunghai University,Taiwan,Large,Comprehensive,High,6.5,601+,5.4,601+,4.6,701+,5.4,701+,8.4,701+,8.8,701+,24.4,701+,13.8,698,7.9,701+,na,https://www.tunghai.edu.tw/
1314,1201-1400,Universidad Autónoma de Guadalajara (UAG),Mexico,Medium,Full Comprehensive,Medium,6.5,601+,3.8,601+,19.6,684,1.1,701+,37.9,426,23,502,2.1,701+,2,701+,na,na,na,https://www.uag.mx/
1315,1201-1400,Universidad Autónoma del Estado de Hidalgo (UAEH),Mexico,Extra Large,Full Comprehensive,Medium,3.2,601+,6,601+,45.2,342,1.4,701+,2,701+,1.6,701+,8.3,701+,2.1,701+,5.8,701+,na,https://www.uaeh.edu.mx/
1316,1201-1400,Universidad Católica del Norte,Chile,Medium,Full Comprehensive,High,4.5,601+,2.3,601+,6.7,701+,5.9,701+,13.5,694,3.8,701+,46.2,701+,2,701+,8.5,696,na,https://www.ucn.cl/
1317,1201-1400,Universidad Central del Ecuador,Ecuador,Large,Full Comprehensive,Medium,8.1,601+,3.6,601+,11.3,701+,1.2,701+,na,na,na,na,10.1,701+,20.9,548,1,701+,na,http://www.uce.edu.ec/
1318,1201-1400,Universidad de Las Américas (UDLA) Ecuador,Ecuador,Large,Comprehensive,Medium,8.3,601+,3.8,601+,13.3,701+,1.7,701+,19.2,612,2.5,701+,15.7,701+,4.9,701+,1,701+,na,https://www.udla.edu.ec/
1319,1201-1400,Universidad de Monterrey (UDEM),Mexico,Medium,Focused,High,12.5,601+,13,601+,7.5,701+,1.5,701+,13.7,691,3.7,701+,4.4,701+,4.8,701+,1.3,701+,na,https://www.udem.edu.mx/
1320,1201-1400,Universidad de Oriente Santiago de Cuba,Cuba,Large,Focused,Medium,8.4,601+,5.2,601+,29.8,524,1.1,701+,na,na,na,na,7.3,701+,5,701+,1,701+,na,http://www.uo.edu.cu/
1321,1201-1400,Universidad de Panama,Panama,Extra Large,Focused,Medium,6.6,601+,5.5,601+,2.9,701+,1.1,701+,4.6,701+,2.7,701+,9,701+,49.1,262,1,701+,na,http://www.up.ac.pa/
1322,1201-1400,Universidad de Piura,Peru,Medium,Focused,High,7.5,601+,10.7,601+,5,701+,1.2,701+,5.7,701+,1.1,701+,3.3,701+,12.5,701+,1,701+,na,https://www.udep.edu.pe/
1323,1201-1400,Universidad de San Carlos de Guatemala - USAC,Guatemala,Extra Large,Full Comprehensive,Low,10.2,601+,3.9,601+,4.7,701+,1,701+,na,na,na,na,9.4,701+,56,221,1,701+,na,https://www.usac.edu.gt/
1324,1201-1400,Universidad de Tarapaca,Chile,Medium,Focused,Very High,3.5,601+,1.6,601+,2.4,701+,9.8,701+,na,na,na,na,41.7,701+,2.1,701+,1,701+,na,https://www.uta.cl/
1325,1201-1400,Universidad de Valparaíso (UV),Chile,Large,Full Comprehensive,High,10.9,601+,4,601+,8.5,701+,2.9,701+,6.3,701+,1.8,701+,39.7,701+,2.2,701+,4,701+,na,https://www.uv.cl/
1326,1201-1400,Universidad del Bío-Bío,Chile,Medium,Focused,Very High,8,601+,3,601+,3.2,701+,4,701+,8.7,701+,1.4,701+,30.3,701+,2,701+,1,701+,na,https://www.ubiobio.cl/
1327,1201-1400,Universidad del Desarrollo (UDD),Chile,Large,Comprehensive,High,7.2,601+,8.6,601+,11.7,701+,2.3,701+,7.3,701+,2,701+,14.7,701+,4.9,701+,5.1,701+,na,https://www.udd.cl/
1328,1201-1400,Universidad del Salvador,Argentina,Medium,Full Comprehensive,Medium,3.7,601+,5.8,601+,19.9,676,1,701+,4.9,701+,7.4,701+,1.2,701+,16.2,633,na,na,na,https://www.usal.edu.ar/
1329,1201-1400,Universidad del Zulia,Venezuela,Medium,Full Comprehensive,Medium,10.1,601+,5.8,601+,4.1,701+,2.1,701+,na,na,na,na,13.4,701+,5.6,701+,1,701+,na,http://www.udz.edu.ve/
1330,1201-1400,Universidad Industrial de Santander - UIS,Colombia,Large,Full Comprehensive,Medium,9.7,601+,14.8,564,4.6,701+,2.1,701+,4.1,701+,1.4,701+,12.4,701+,9,701+,1.3,701+,na,https://www.uis.edu.co/
1331,1201-1400,Universidad La Salle (ULSA),Mexico,Medium,Full Comprehensive,Medium,4.5,601+,15,559,22.3,630,1.1,701+,2.2,701+,1.6,701+,1,701+,4.8,701+,1,701+,na,https://www.lasalle.edu.mx/
1332,1201-1400,Universidad Latinoamericana de Ciencia y Tecnología Costa Rica (ULACIT),Costa Rica,Small,Comprehensive,Low,7.5,601+,8.8,601+,31.5,503,1,701+,8.5,701+,9.1,701+,1,701+,5.5,701+,na,na,na,https://www.ulacit.ac.cr/
1333,1201-1400,Universidad Mayor de San Andrés (UMSA),Bolivia,Extra Large,Full Comprehensive,Low,6.3,601+,2.8,601+,1.2,701+,1.6,701+,6.4,701+,1,701+,15.1,701+,49.6,257,1,701+,na,https://www.umsa.bo/
1334,1201-1400,Universidad Metropolitana,Venezuela,Medium,Comprehensive,Low,7.6,601+,15.1,555,4.4,701+,1.1,701+,4.4,701+,1.6,701+,1.1,701+,25.9,456,na,na,na,https://www.unimet.edu.ve/
1335,1201-1400,Universidad Nacional Agraria la Molina,Peru,Medium,Focused,High,7,601+,6.4,601+,12.4,701+,1.6,701+,1.3,701+,1.7,701+,9.4,701+,6.7,701+,1.5,701+,na,https://www.lamolina.edu.pe/
1336,1201-1400,Universidad Nacional Autónoma de Honduras (UNAH),Honduras,Extra Large,Full Comprehensive,Low,5.1,601+,4,601+,3.3,701+,1,701+,1.8,701+,na,na,18.5,701+,61.8,195,1,701+,na,https://www.unah.edu.hn/
1337,1201-1400,Universidad Nacional de Ingeniería Peru,Peru,Medium,Focused,High,7.4,601+,27.2,354,9.1,701+,1.5,701+,na,na,na,na,5.6,701+,19.1,579,1,701+,na,http://www.uni.edu.pe/
1338,1201-1400,Universidad Nacional de Mar del Plata,Argentina,Large,Comprehensive,High,8.6,601+,2.8,601+,4.9,701+,3.5,701+,na,na,na,na,28.5,701+,1.2,701+,1.2,701+,na,https://www.unmdp.edu.ar/
1339,1201-1400,Universidad Nacional de Río Cuarto - UNRC,Argentina,Large,Comprehensive,Medium,4.1,601+,1.6,601+,33.2,477,1.4,701+,na,na,na,na,10.7,701+,1.3,701+,1,701+,na,https://www.unrc.edu.ar/
1340,1201-1400,Universidad Nacional de San Martín (UNSAM),Argentina,Large,Comprehensive,High,11.3,601+,2.7,601+,6.2,701+,2.2,701+,1.6,701+,3.7,701+,24.5,701+,1.2,701+,1.1,701+,na,https://www.unsam.edu.ar/
1341,1201-1400,Universidad Nacional del Litoral,Argentina,Extra Large,Comprehensive,High,12.7,601+,5.7,601+,2.2,701+,2.5,701+,5,701+,1.2,701+,24.5,701+,3.7,701+,5.1,701+,na,https://www.unl.edu.ar/
1342,1201-1400,Universidad Nacional del Sur,Argentina,Large,Full Comprehensive,High,6.7,601+,2,601+,17.8,701+,1.7,701+,na,na,na,na,27.2,701+,2.9,701+,1.2,701+,na,https://www.uns.edu.ar/
1343,1201-1400,"Universidad Nacional, Costa Rica",Costa Rica,Large,Comprehensive,Medium,10.2,601+,10.5,601+,12.1,701+,1.5,701+,9.7,701+,2.3,701+,17.2,701+,4.7,701+,1,701+,na,https://www.una.ac.cr/
1344,1201-1400,Universidad Peruana de Ciencias Aplicadas,Peru,Extra Large,Focused,High,11.3,601+,22.6,415,3,701+,1.1,701+,13.6,693,1.5,701+,8,701+,3.9,701+,1.1,701+,na,https://www.upc.edu.pe/
1345,1201-1400,Universidade do Estado do Rio de Janeiro (UERJ),Brazil,Extra Large,Full Comprehensive,High,9.5,601+,5.1,601+,17.4,701+,2.5,701+,3.5,701+,1.2,701+,35.7,701+,18.2,598,1.3,701+,na,https://www.uerj.br/
1346,1201-1400,Universidade Federal da Bahia,Brazil,Extra Large,Full Comprehensive,High,9,601+,2.7,601+,8.5,701+,3.1,701+,5.1,701+,1.4,701+,48.8,701+,12.4,701+,2.5,701+,na,https://www.ufba.br/
1347,1201-1400,Universidade Federal de Juiz de Fora- (UFJF),Brazil,Large,Comprehensive,Very High,3.8,601+,2,601+,30.3,517,2.8,701+,na,na,na,na,35.2,701+,1.3,701+,1,701+,na,https://www.ufjf.br/
1348,1201-1400,Universidade Federal de Pelotas ,Brazil,Large,Comprehensive,Very High,4.7,601+,1.3,601+,26,571,4.7,701+,na,na,1.3,701+,21.7,701+,1.3,701+,1.3,701+,na,https://www.ufpel.edu.br/
1349,1201-1400,Universidade Federal de Santa Maria,Brazil,Large,Full Comprehensive,High,6.4,601+,1.5,601+,17.5,701+,5.2,701+,2.5,701+,1.4,701+,37.9,701+,6.3,701+,11.5,632,na,https://www.ufsm.br/
1350,1201-1400,Universidade Federal de Viçosa (UFV),Brazil,Large,Full Comprehensive,High,5.1,601+,2.4,601+,10.9,701+,7.8,701+,2.4,701+,1.9,701+,20.2,701+,3.8,701+,1.3,701+,na,https://www.ufv.br/
1351,1201-1400,Universidade Federal do Ceará (UFC),Brazil,Extra Large,Full Comprehensive,High,7.4,601+,2.8,601+,6.3,701+,5.3,701+,1.3,701+,1.2,701+,43.4,701+,3.7,701+,2,701+,na,https://www.ufc.br/
1352,1201-1400,Universidade Federal do Rio Grande Do Norte,Brazil,Extra Large,Full Comprehensive,High,5.2,601+,1.2,601+,9.5,701+,3.4,701+,na,na,na,na,45,701+,1.3,701+,1.4,701+,na,https://www.ufrn.br/
1353,1201-1400,Universidade Presbiteriana Mackenzie,Brazil,Medium,Comprehensive,High,3.5,601+,8.7,601+,12.3,701+,2.1,701+,2.4,701+,1.1,701+,12.5,701+,48.3,265,1,701+,na,https://www.mackenzie.br/
1354,1201-1400,Università degli studi di Bergamo,Italy,Large,Focused,Very High,5.7,601+,2.4,601+,1.9,701+,6.5,701+,4.3,701+,6.7,701+,27.8,701+,4.3,701+,1.2,701+,na,https://www.unibg.it/
1355,1201-1400,Universitas Islam Indonesia,Indonesia,Large,Comprehensive,High,11.2,601+,4.9,601+,2,701+,1.8,701+,2.2,701+,1.2,701+,10.7,701+,3.9,701+,1.3,701+,na,https://www.uii.ac.id/
1356,1201-1400,Universitas Muhammadiyah Yogyakarta,Indonesia,Large,Focused,High,6.6,601+,2.8,601+,3.2,701+,1.4,701+,57.9,331,1.9,701+,7.9,701+,2.3,701+,1.2,701+,na,https://www.umy.ac.id/
1357,1201-1400,Universitas Pendidikan Indonesia,Indonesia,Extra Large,Focused,Very High,10.9,601+,4.1,601+,12,701+,1.4,701+,13.2,701+,1.6,701+,13.1,701+,2.3,701+,3.3,701+,na,https://www.upi.edu/
1358,1201-1400,Universitas Sumatera Utara,Indonesia,Extra Large,Full Comprehensive,High,8.8,601+,8,601+,24.9,595,1.3,701+,12.6,701+,2.5,701+,18.3,701+,5.5,701+,4.6,701+,na,https://www.usu.ac.id/
1359,1201-1400,Universitatea de Vest din Timisoara / West University of Timisoara,Romania,Large,Focused,High,9.2,601+,9.7,601+,4.7,701+,2.8,701+,1.6,701+,6.7,701+,27.5,701+,23.5,481,2.7,701+,na,https://www.uvt.ro/
1360,1201-1400,Université de Limoges,France,Medium,Specialist,Very High,6.6,601+,2.3,601+,17.2,701+,5.5,701+,na,na,na,na,58.8,646,2.9,701+,1.1,701+,na,https://www.unilim.fr/
1361,1201-1400,Université Jean Moulin Lyon 3,France,Large,Specialist,Very High,8.8,601+,5.2,601+,1.8,701+,2.3,701+,18.7,615,30.2,427,8.5,701+,4.4,701+,1,701+,na,https://www.univ-lyon3.fr/
1362,1201-1400,Universiti Kuala Lumpur (UniKL),Malaysia,Large,Full Comprehensive,High,6,601+,5.3,601+,32.7,483,2.2,701+,7.4,701+,3.9,701+,17.3,701+,3.9,701+,1,701+,na,https://www.unikl.edu.my/
1363,1201-1400,Universiti Malaysia Perlis,Malaysia,Medium,Focused,Very High,7.8,601+,5.1,601+,19.2,694,6.7,701+,1.8,701+,3.5,701+,31.1,701+,3.9,701+,2.8,701+,na,https://www.unimap.edu.my/
1364,1201-1400,Universiti Teknikal Malaysia Melaka,Malaysia,Medium,Specialist,Very High,6.3,601+,5.7,601+,10.6,701+,5.8,701+,3.9,701+,4.8,701+,18.9,701+,3.9,701+,2.5,701+,na,https://www.utem.edu.my/
1365,1201-1400,University of Babylon,Iraq,Large,Full Comprehensive,High,4.6,601+,9.8,601+,14.5,701+,2,701+,1.1,701+,1,701+,29.9,701+,4.3,701+,1.2,701+,na,https://www.uobabylon.edu.iq/
1366,1201-1400,University of Basrah,Iraq,Extra Large,Full Comprehensive,High,5.5,601+,9.3,601+,18.4,701+,1.4,701+,1.3,701+,1.1,701+,33.7,701+,10,701+,1,701+,na,https://www.uobasrah.edu.iq/
1367,1201-1400,University of Bialystok,Poland,Medium,Focused,Very High,5.4,601+,2.7,601+,24,609,2.6,701+,na,na,4.7,701+,28.6,701+,3.1,701+,1,701+,na,https://www.ubb.edu.pl/en
1368,1201-1400,University of International Business and Economics,China (Mainland),Large,Focused,High,3.7,601+,2.3,601+,9.7,701+,3,701+,7,701+,30.3,425,5.3,701+,14,692,1.1,701+,na,https://www.uibe.edu.cn/en
1369,1201-1400,University of Kragujevac,Serbia,Large,Focused,Very High,3.9,601+,3,601+,8.5,701+,3.7,701+,1,701+,1.1,701+,44.1,701+,9.3,701+,1,701+,na,http://www.ukragujevac.rs/en
1370,1201-1400,University of Kufa,Iraq,Large,Full Comprehensive,High,4.4,601+,12.8,601+,29,535,1.4,701+,4.4,701+,1.1,701+,16.4,701+,4.2,701+,1,701+,na,http://www.uokufa.edu.iq/
1371,1201-1400,University of Memphis,United States,Large,Comprehensive,Very High,3.1,601+,2.5,601+,12.1,701+,8,701+,2.2,701+,8.3,701+,39.4,701+,7.6,701+,2.1,701+,na,https://www.memphis.edu/
1372,1201-1400,University of Miskolc ,Hungary,Medium,Focused,Very High,6.6,601+,5.7,601+,18.6,701+,2.4,701+,3.1,701+,3.8,701+,19.2,701+,13,701+,1,701+,na,https://www.uni-miskolc.hu/
1373,1201-1400,University of Missouri Saint Louis,United States,Medium,Specialist,Very High,4.2,601+,4.2,601+,12.3,701+,10.5,701+,3.4,701+,3.1,701+,9.8,701+,7.7,701+,1,701+,na,https://www.umsl.edu/
1374,1201-1400,University of Niš,Serbia,Large,Full Comprehensive,High,5,601+,5.5,601+,12.5,701+,2.4,701+,na,na,5.7,701+,49,701+,4,701+,1,701+,na,https://www.ni.ac.rs/en
1375,1201-1400,University of North Carolina at Greensboro,United States,Large,Comprehensive,High,2.6,601+,2.4,601+,8.9,701+,10.1,701+,5.9,701+,3.4,701+,50.7,701+,1.5,701+,1.6,701+,na,https://www.uncg.edu/
1376,1201-1400,University of Ostrava,Czech Republic,Medium,Full Comprehensive,High,6.3,601+,1.1,601+,15.6,701+,3.6,701+,27.7,509,16.6,592,27,701+,2.9,701+,1,701+,na,http://www.osu.cz/en
1377,1201-1400,University of Pannonia,Hungary,Small,Focused,Very High,4.2,601+,4,601+,22,637,8.5,701+,3.3,701+,8.3,701+,44.7,701+,4,701+,1,701+,na,https://www.uni-pannon.hu/
1378,1201-1400,University of Pardubice,Czech Republic,Medium,Focused,Very High,4.5,601+,2.3,601+,44.5,348,3.1,701+,9.7,701+,8.8,701+,18.7,701+,1.7,701+,1,701+,na,https://www.upce.cz/en
1379,1201-1400,University of Peradeniya ,Sri Lanka,Large,Comprehensive,High,9,601+,11.6,601+,12,701+,2,701+,1,701+,1.3,701+,22.7,701+,10.9,701+,5.8,701+,na,https://www.pdn.ac.lk/
1380,1201-1400,University of Primorska,Slovenia,Medium,Comprehensive,High,3.7,601+,2.5,601+,8.9,701+,4.1,701+,25,534,26.4,459,46.3,701+,4.2,701+,1,701+,na,https://www.upr.si/en
1381,1201-1400,University of Rijeka,Croatia,Large,Comprehensive,High,6.1,601+,4.3,601+,13.8,701+,4.3,701+,2.5,701+,1.8,701+,45.8,701+,12,701+,2.9,701+,na,https://www.uniri.hr/en
1382,1201-1400,University of Rzeszów,Poland,Large,Full Comprehensive,High,5.2,601+,1.8,601+,15.1,701+,2.7,701+,na,na,1.7,701+,28.3,701+,3,701+,1,701+,na,https://www.ur.edu.pl/en
1383,1201-1400,University of San Diego,United States,Medium,Comprehensive,High,6.2,601+,7,601+,25.5,581,2.7,701+,3.1,701+,6.8,701+,5.5,701+,12.2,701+,1,701+,na,https://www.sandiego.edu/
1384,1201-1400,University of San Francisco,United States,Medium,Comprehensive,High,5.9,601+,4.4,601+,18.7,701+,3.6,701+,2.3,701+,20.2,534,6,701+,29.5,422,1.2,701+,na,https://www.usfca.edu/
1385,1201-1400,University of Silesia in Katowice,Poland,Large,Comprehensive,Very High,5.4,601+,4.2,601+,20.3,664,3.1,701+,3.5,701+,3.9,701+,52.5,701+,7.4,701+,2.4,701+,na,https://www.us.edu.pl/en
1386,1201-1400,University of South Alabama (USA),United States,Medium,Comprehensive,Very High,4.7,601+,5.9,601+,19,700,6.1,701+,na,na,2.1,701+,13.6,701+,2.3,701+,1.2,701+,na,https://www.southalabama.edu/
1387,1201-1400,University of Split,Croatia,Large,Full Comprehensive,High,6.3,601+,4,601+,5,701+,4.2,701+,1.4,701+,2,701+,47.5,701+,12.3,701+,4.5,701+,na,http://www.unist.hr/en
1388,1201-1400,University of Sri Jayewardenepura,Sri Lanka,Large,Comprehensive,High,6,601+,10.4,601+,4.5,701+,3.3,701+,na,na,1,701+,14.1,701+,11,701+,1,701+,na,https://www.sjp.ac.lk/
1389,1201-1400,University of the Pacific,United States,Medium,Comprehensive,High,2.2,601+,3.5,601+,31.9,495,3,701+,3.2,701+,12,680,7.6,701+,8.1,701+,1,701+,na,https://www.pacific.edu/
1390,1201-1400,University of Tyumen,Russia,Medium,Focused,Very High,3.6,601+,2.1,601+,37.1,432,1.6,701+,4.5,701+,13.8,645,27,701+,4.5,701+,1.3,701+,na,https://www.utmn.ru/en/
1391,1201-1400,University of West Bohemia ,Czech Republic,Medium,Focused,Very High,5.6,601+,2.1,601+,10.9,701+,3.8,701+,na,na,na,na,37.2,701+,5.2,701+,1,701+,na,https://www.zcu.cz/en
1392,1201-1400,University of Wisconsin Milwaukee ,United States,Large,Focused,Very High,7.6,601+,2.4,601+,9.7,701+,9.8,701+,5.7,701+,5.1,701+,39.5,701+,6.8,701+,4.5,701+,na,https://uwm.edu/
1393,1201-1400,University POLITEHNICA of Bucharest,Romania,Large,Focused,Very High,5.2,601+,12.7,601+,3.4,701+,6.9,701+,1.4,701+,2.6,701+,61.8,605,3.9,701+,1,701+,na,https://www.upb.ro/en
1394,1201-1400,Vancouver Island University,Canada,Large,Focused,Medium,4.5,601+,3.7,601+,48.8,319,1.1,701+,na,na,na,na,2.6,701+,1.5,701+,1,701+,na,https://www.viu.ca/
1395,1201-1400,Voronezh State University,Russia,Large,Comprehensive,High,5.4,601+,2.7,601+,21.8,641,1.3,701+,3,701+,21.4,523,12.1,701+,3,701+,1,701+,na,https://www.vsu.ru/en
1396,1201-1400,Western Michigan University,United States,Large,Full Comprehensive,High,4.9,601+,4.9,601+,10,701+,5.8,701+,21.4,580,10.6,701+,33.3,701+,16.5,625,1.6,701+,na,https://wmich.edu/
1397,1201-1400,Yamaguchi University ,Japan,Medium,Full Comprehensive,High,3.9,601+,1.8,601+,41.8,370,4.2,701+,6.7,701+,2.5,701+,18.7,701+,1.8,701+,1,701+,na,https://www.yamaguchi-u.ac.jp/
1398,1201-1400,Yogyakarta State University,Indonesia,Large,Focused,Very High,11.7,601+,3.3,601+,8.7,701+,1.4,701+,13.5,695,1.7,701+,8.6,701+,2.3,701+,1,701+,na,https://www.uny.ac.id/
1399,1201-1400,Youngsan University,South Korea,Medium,Focused,Medium,4,601+,10,601+,19.3,689,1.3,701+,2.5,701+,9.9,701+,2,701+,1.9,701+,1,701+,na,http://www.youngsan.ac.kr/
1400,1201-1400,Yuan Ze University,Taiwan,Medium,Focused,Very High,5.5,601+,5.6,601+,8.7,701+,9,701+,12.2,701+,11.7,686,12.4,701+,2,701+,2.4,701+,na,https://www.yzu.edu.tw/
1401,1201-1400,Zagazig University,Egypt,Extra Large,Full Comprehensive,High,7.7,601+,4.9,601+,3,701+,2.6,701+,1.1,701+,2.5,701+,67.7,513,3.7,701+,5.3,701+,na,http://www.zu.edu.eg/
1402,1401+, Don State Technical University,Russia,Large,Comprehensive,Very High,3.5,601+,3.5,601+,12.8,701+,1.4,701+,1.6,701+,14.9,626,11.4,701+,1.9,701+,1,701+,na,http://www.dstu.ru/
1403,1401+,Akdeniz Üniversitesi,Turkey,Extra Large,Focused,Very High,5.7,601+,4.8,601+,3.5,701+,3,701+,1.2,701+,1.1,701+,33.7,701+,2,701+,1,701+,na,https://www.akdeniz.edu.tr/
1404,1401+,California Polytechnic State University,United States,Large,Comprehensive,High,3.6,601+,9.1,601+,6.7,701+,3,701+,na,na,na,na,25.5,701+,8.7,701+,1.3,701+,na,https://www.calpoly.edu/
1405,1401+,California State University - Los Angeles,United States,Large,Comprehensive,High,5.2,601+,3.3,601+,3.8,701+,2.9,701+,3.6,701+,2.3,701+,14.9,701+,5.5,701+,1,701+,na,https://www.csula.edu/
1406,1401+,"California State University, Long Beach",United States,Extra Large,Comprehensive,High,3.7,601+,4.1,601+,4.8,701+,2.9,701+,2.6,701+,3.4,701+,16.4,701+,1.7,701+,1,701+,na,https://www.csulb.edu/
1407,1401+,Católica de Córdoba,Argentina,Medium,Full Comprehensive,Medium,5.3,601+,2.6,601+,17.1,701+,1.1,701+,3.6,701+,3.6,701+,2.3,701+,4.6,701+,1,701+,na,http://www.ucc.edu.ar/
